X_Value,PT1-P0,PT2-P0,PT-P1,PT-P2,PT-W1,PT-W2,PT-PC,PT-F,TCp-P0,TCp-P1,TCp-P2,TCp-W1,TCp-W2,TCp-PC,LC4-W3,LC1-W3,LC2-W3,LC3-W3,Comment
0.08804,459.545093,426.201374,72.332877,0,0,0,87.970371,87.169075,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.548168,23.435403,17.461669,16.533355,
0.08866,457.077547,427.681308,72.168769,0.285365,0.355106,0,87.944078,87.090356,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.568696,23.452359,17.487021,16.511185,
0.08928,456.419535,426.694686,72.956488,0,0.519214,0,88.049247,87.195315,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.522534,23.418066,17.483914,16.530794,
0.0899,459.709596,426.201374,72.300055,0.285365,0,0,87.944078,87.064116,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.547567,23.43826,17.497843,16.539267,
0.09052,462.177143,428.339057,72.300055,0.383476,0,0,87.917786,86.998517,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.553475,23.446453,17.449243,16.520152,
0.09114,460.367609,430.641177,72.825202,0.645107,0,0,88.036101,87.064116,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.556179,23.443119,17.479405,16.554934,
0.09176,458.722578,426.530248,72.267234,0,0,0,88.036101,87.155956,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.523134,23.428258,17.485217,16.538676,
0.09238,455.761522,424.392566,72.759558,0.350772,0,0,87.944078,87.155956,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.529743,23.434736,17.466078,16.526852,
0.0992,461.848136,427.845745,72.529807,0.546995,2.783902,0,87.983517,87.510192,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.533148,23.414351,17.471789,16.522517,
0.09982,461.025621,424.228129,72.79238,0,4.917304,0,87.957224,87.483952,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.529943,23.428163,17.45756,16.537691,
0.10044,460.696615,426.036937,72.79238,0.514292,3.309047,0,88.114978,87.470832,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.545264,23.433402,17.477301,16.527049,
0.10106,459.051584,426.530248,72.661093,0.056438,3.768549,0,87.852055,87.221555,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.547767,23.431592,17.497542,16.508722,
0.10168,455.926026,428.503494,72.431342,0.612403,2.291578,0,87.944078,87.221555,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.547167,23.424734,17.494837,16.543307,
0.1023,459.709596,425.543626,72.529807,0.089142,2.882367,0,88.036101,87.287154,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.538956,23.441309,17.503955,16.538282,
0.10292,461.848136,425.379189,72.726737,0.383476,2.849545,0,87.996663,87.195315,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.523935,23.439594,17.490628,16.539366,
0.10354,462.177143,427.02356,72.923666,0,1.471039,0,88.049247,87.287154,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.543161,23.415494,17.472691,16.567251,
0.10416,455.761522,428.667931,72.234412,0.285365,0.683321,0,88.154417,87.274034,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.515424,23.408921,17.486019,16.525571,
0.10478,458.064566,424.557003,72.496985,0,0,0,87.865201,87.116596,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.519329,23.441499,17.476299,16.551289,
0.1116,456.913044,425.214751,72.234412,0,0,0,88.088686,87.431473,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.567394,23.42883,17.464875,16.524389,
0.11222,462.01264,426.201374,72.923666,0.546995,0,0,87.825763,87.234675,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.543261,23.427115,17.460266,16.498474,
0.11284,460.696615,425.543626,72.168769,0.121845,0,0,87.891494,87.182195,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.544463,23.411398,17.476599,16.515225,
0.11346,457.24205,425.214751,72.529807,0.285365,0.617678,0,88.114978,87.418353,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.530444,23.438165,17.481509,16.557004,
0.11408,456.090529,428.339057,72.890845,0.023734,0,0,87.852055,87.405233,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.523134,23.398442,17.474194,16.547544,
0.1147,457.077547,429.983428,72.20159,0.318069,0.584857,0,88.062394,87.497072,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.54236,23.418637,17.465176,16.555427,
0.11532,458.558075,425.050314,72.59545,0.089142,1.89772,0,88.022955,87.562672,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.543562,23.396347,17.477702,16.537789,
0.11594,460.696615,426.859123,72.759558,0,2.521329,0,87.917786,87.549552,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.548368,23.419304,17.474495,16.561832,
0.11656,457.900062,427.187997,72.464164,0,4.851661,0,87.944078,87.562672,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.535251,23.434545,17.492632,16.539366,
0.11718,455.432516,427.845745,72.431342,0.41618,3.505977,0,87.930932,87.483952,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.526539,23.424924,17.482111,16.550599,
0.124,456.913044,424.228129,72.365699,0,0,0,87.970371,87.024757,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.537554,23.427592,17.473994,16.581243,
0.12462,460.861118,429.654554,72.858023,0.514292,0,0,88.088686,87.037877,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.539857,23.446929,17.470787,16.589422,
0.12524,462.177143,427.187997,72.135947,0,0,0,87.852055,87.037877,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.515925,23.404253,17.477401,16.528035,
0.12586,457.735559,424.885877,72.496985,0,0,0,88.049247,87.221555,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.528041,23.413398,17.469184,16.561832,
0.12648,458.558075,427.02356,72.923666,0.318069,0,0,87.957224,87.234675,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.511919,23.414732,17.508264,16.535425,
0.1271,457.24205,429.983428,72.267234,0.121845,0,0,88.022955,87.339634,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.538855,23.413398,17.49183,16.522122,
0.12772,458.722578,425.379189,72.890845,0.318069,0,0,88.062394,87.378993,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.576106,23.420828,17.510368,16.562817,
0.12834,462.506149,425.8725,72.956488,0,0,0,87.878348,87.300274,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.56449,23.432735,17.510469,16.564,
0.12896,459.38059,429.654554,72.332877,0.187253,0,0,87.957224,87.352754,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.530644,23.426163,17.475898,16.551781,
0.12958,457.735559,425.8725,72.98931,0.089142,0,0,87.970371,87.352754,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.545464,23.422352,17.493935,16.553358,
0.1364,457.735559,424.557003,72.529807,0.056438,2.422865,0,88.009809,87.169075,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.571499,23.429973,17.47189,16.574247,
0.13702,458.229069,422.583758,72.890845,0,1.405396,0,88.009809,87.260914,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.540958,23.424543,17.479706,16.545377,
0.13764,461.51913,428.339057,72.332877,0.121845,0.519214,0,87.917786,87.208435,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.550071,23.443214,17.505659,16.552274,
0.13826,461.683633,425.379189,72.858023,0,0.059712,0,87.996663,87.077236,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.551172,23.441976,17.479505,16.535622,
0.13888,459.38059,425.8725,72.923666,0.41618,0,0,88.088686,87.195315,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.540057,23.433307,17.500849,16.575824,
0.1395,455.268013,428.667931,72.20159,0.023734,0,0,87.957224,87.195315,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.566192,23.444833,17.51618,16.559369,
0.14012,458.064566,426.859123,72.464164,0.219957,0,0,87.970371,87.103476,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.543962,23.398633,17.470286,16.580258,
0.14074,460.532112,425.379189,73.087775,0.121845,0,0,87.983517,87.050997,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.544463,23.406539,17.488724,16.537691,
0.14136,459.38059,426.694686,72.39852,0.285365,0,0,87.930932,87.064116,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.536052,23.440451,17.485317,16.557693,
0.14198,459.051584,427.516871,72.759558,0,0,0,88.180709,87.313394,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.532046,23.421495,17.485718,16.554048,
0.1488,457.077547,425.050314,72.431342,0,1.70079,0,88.036101,87.575791,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.561085,23.454264,17.485918,16.576612,
0.14942,456.255032,427.187997,72.661093,0.252661,2.915188,0,88.009809,87.549552,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.552674,23.433307,17.484616,16.549121,
0.15004,462.341646,423.899255,72.464164,0,4.917304,0,88.062394,87.575791,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.546666,23.428925,17.509767,16.577006,
0.15066,462.999658,428.503494,72.496985,0.318069,3.57162,0,87.891494,87.378993,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.559583,23.430068,17.49674,16.553851,
0.15128,457.406553,427.516871,72.79238,0.056438,3.57162,0,87.944078,87.392113,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.563489,23.446834,17.494937,16.558679,
0.1519,458.393572,426.859123,72.168769,0.121845,1.996184,0,87.983517,87.247795,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.554376,23.432735,17.503655,16.553358,
0.15252,457.406553,427.352434,72.726737,0,2.619794,0,87.812617,87.221555,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.553375,23.441785,17.510068,16.579371,
0.15314,459.051584,427.352434,72.890845,0.318069,2.652616,0,88.036101,87.247795,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.554476,23.419685,17.489025,16.565478,
0.15376,461.354627,423.734817,72.59545,0,0.945894,0,88.128124,87.234675,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.525037,23.429401,17.515078,16.568729,
0.15438,457.735559,428.339057,72.825202,0.318069,0.584857,0,87.970371,87.182195,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.558782,23.418923,17.473994,16.578484,
0.1612,459.545093,428.339057,72.562628,0.546995,0,0,88.193855,87.444593,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.539056,23.403015,17.481509,16.549219,
